url_length,domain_length,path_length,num_dots,num_hyphens,num_subdomains,has_https,has_ip,has_at_symbol,num_special_chars,digits_in_domain,suspicious_tld,has_login,has_verify,has_secure,has_account,has_update,has_query,label
30,17,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
95,46,15,6,0,6,0,0,0,5,0,1,1,0,1,0,1,1,1
33,13,5,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
34,17,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
57,37,12,3,2,3,1,0,0,1,0,0,0,1,0,0,1,0,1
29,17,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
26,9,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
88,39,15,4,2,4,0,0,0,5,0,1,0,1,1,1,0,1,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
86,41,11,4,2,4,0,0,0,5,0,1,1,0,0,0,0,1,1
27,13,6,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
35,11,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
23,10,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
25,13,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
33,14,12,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
34,12,15,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
54,32,15,5,0,5,0,0,0,1,0,1,1,0,0,0,0,0,1
31,10,5,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
99,48,17,3,2,3,0,0,0,5,0,1,0,0,0,0,1,1,1
56,33,15,4,0,4,1,0,0,1,0,1,0,1,0,1,0,0,1
56,37,12,5,0,5,0,0,0,1,0,1,0,0,0,1,1,0,1
39,17,6,2,0,2,1,0,0,3,0,0,1,0,0,0,0,1,0
52,30,14,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1
59,37,15,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
88,40,14,1,0,1,0,0,0,5,0,1,0,0,0,1,0,1,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
37,13,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
47,25,14,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
29,15,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
67,43,17,7,0,7,0,0,0,1,0,1,0,1,0,0,1,0,1
33,12,14,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
90,43,13,6,0,6,0,0,0,5,0,1,1,0,1,0,0,1,1
40,15,9,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
66,43,15,3,2,3,1,0,0,1,0,1,0,1,0,1,0,0,1
25,9,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
34,21,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
20,7,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
92,45,13,4,2,4,0,0,0,5,0,0,1,0,1,0,0,1,1
78,29,15,3,0,3,0,0,0,5,0,1,0,0,0,0,0,1,1
62,43,12,4,2,4,0,0,0,1,0,1,0,0,0,0,1,0,1
23,11,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
32,13,12,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
32,13,12,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
69,47,15,5,0,5,0,0,0,1,0,1,0,1,0,1,0,0,1
33,17,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
50,29,14,4,0,4,0,0,0,1,0,1,1,0,1,0,1,0,1
26,13,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
44,22,15,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
29,15,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
48,29,12,3,0,3,0,0,0,1,0,1,0,0,0,0,1,0,1
29,15,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
32,15,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
57,34,15,3,2,3,1,0,0,1,0,1,1,0,0,1,1,0,1
58,39,11,3,2,3,1,0,0,1,0,0,1,0,0,0,0,0,1
30,17,5,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
26,13,5,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
74,25,15,1,0,1,0,0,0,5,0,0,0,0,0,0,0,1,1
27,6,5,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
65,44,14,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
99,51,14,7,0,7,0,0,0,5,0,0,0,1,1,0,1,1,1
33,11,15,3,0,3,0,1,0,1,8,0,1,0,0,0,0,0,1
40,13,20,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
80,58,15,6,0,6,0,0,0,1,0,1,0,0,0,0,0,0,1
98,50,13,3,2,3,1,0,0,5,0,1,1,0,1,0,0,1,1
24,10,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
29,13,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
28,12,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
22,9,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
82,34,14,2,0,2,0,0,0,5,0,1,0,0,0,0,1,1,1
32,10,6,1,0,1,1,0,0,3,0,0,1,0,0,0,0,1,0
97,47,15,3,2,3,1,0,0,5,0,0,0,1,0,1,0,1,1
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
16,7,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
63,41,15,5,0,5,0,0,0,1,0,0,0,1,0,1,0,0,1
46,25,13,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
26,9,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
28,11,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
32,15,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
60,37,15,3,2,3,1,0,0,1,0,1,0,0,0,1,0,0,1
27,14,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
29,13,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
67,44,15,6,0,6,1,0,0,1,0,1,1,1,0,0,0,0,1
26,12,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
67,45,15,4,2,4,0,0,0,1,0,1,0,1,0,1,0,0,1
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
80,30,15,1,0,1,1,0,0,5,0,1,0,1,0,1,1,1,1
86,35,17,3,0,3,0,0,0,5,0,1,0,0,0,0,0,1,1
69,47,15,6,0,6,0,0,0,1,0,0,0,0,0,1,1,0,1
30,9,5,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
20,7,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
33,14,12,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
24,15,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
74,52,15,7,0,7,0,0,0,1,0,1,1,0,1,0,0,0,1
65,42,15,3,2,3,1,0,0,1,0,1,0,1,0,1,0,0,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
73,51,15,4,2,4,0,0,0,1,0,1,0,0,0,0,1,0,1
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
26,13,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
89,39,15,3,2,3,1,0,0,5,0,1,0,0,0,1,0,1,1
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
27,13,6,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
32,12,13,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
57,35,15,4,0,4,0,0,0,1,0,1,0,0,0,1,0,0,1
73,26,13,1,0,1,0,0,0,5,0,1,1,0,1,0,1,1,1
38,15,16,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
59,38,14,5,0,5,0,0,0,1,0,1,0,0,1,1,1,0,1
38,14,9,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
37,16,5,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
84,35,14,3,2,3,1,0,0,5,0,1,0,0,1,0,1,1,1
62,42,13,5,0,5,0,0,0,1,0,1,1,0,1,0,0,0,1
42,15,20,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
28,8,4,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
34,11,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
67,45,15,4,2,4,0,0,0,1,0,1,0,1,0,1,0,0,1
40,13,20,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
36,15,14,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
73,50,15,6,0,6,1,0,0,1,0,1,0,0,0,0,0,0,1
31,19,4,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
83,34,15,1,2,1,0,0,0,5,0,1,0,1,0,1,1,1,1
27,13,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
29,15,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
40,13,20,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
26,10,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
22,8,6,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
24,7,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
28,16,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
63,42,14,5,0,5,0,0,0,1,0,0,0,0,1,0,1,0,1
91,40,17,3,2,3,0,0,0,5,0,1,0,0,0,0,1,1,1
32,15,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
22,6,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
36,15,14,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
31,18,5,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
31,19,4,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
36,14,6,2,0,2,1,0,0,3,0,0,1,0,0,0,0,1,0
80,35,11,5,0,5,0,0,0,5,0,1,1,0,1,0,1,1,1
60,38,14,5,0,5,1,0,0,1,0,1,0,1,0,1,1,0,1
35,14,14,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
31,12,12,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
68,46,15,6,0,6,0,0,0,1,0,1,1,1,0,1,0,0,1
69,47,15,5,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1
57,36,14,5,0,5,0,0,0,1,0,1,1,0,1,0,1,0,1
46,27,12,1,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1
77,28,15,2,2,2,0,0,0,5,0,1,0,1,0,1,0,1,1
21,8,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
30,16,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
45,23,15,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
53,33,13,4,0,4,0,0,0,1,0,1,1,0,1,0,0,0,1
30,17,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
36,13,16,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
71,51,13,4,2,4,0,0,0,1,0,1,1,0,1,0,0,0,1
26,10,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
33,12,14,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
26,13,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
53,28,17,3,0,3,1,0,0,1,0,1,0,0,0,0,0,0,1
22,9,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
63,41,15,4,2,4,0,0,0,1,0,1,0,1,0,0,0,0,1
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
35,11,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
23,10,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
33,9,8,1,0,1,1,0,0,3,0,0,0,0,0,1,0,1,0
94,45,14,4,0,4,1,0,0,5,0,1,0,0,1,0,1,1,1
32,11,14,3,0,3,0,1,0,1,8,0,1,0,0,0,0,0,1
68,46,15,5,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1
28,11,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
38,21,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
76,26,15,3,0,3,1,0,0,5,0,1,0,0,0,0,1,1,1
57,35,15,3,2,3,0,0,0,1,0,0,0,1,1,1,0,0,1
28,12,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
20,7,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
64,42,15,4,2,4,0,0,0,1,0,1,0,0,0,0,0,0,1
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
77,28,15,3,0,3,0,0,0,5,0,0,0,0,0,0,0,1,1
22,9,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
28,12,8,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
39,15,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
36,12,17,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
56,32,17,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
33,11,6,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
59,36,15,4,0,4,1,0,0,1,0,1,1,1,0,1,0,0,1
19,7,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
33,14,12,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
26,13,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
26,10,8,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
33,12,14,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
69,47,15,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1
33,20,5,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
38,14,17,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
35,11,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
33,19,6,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
39,12,20,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
25,9,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
95,45,15,3,2,3,1,0,0,5,0,1,0,1,0,1,0,1,1
34,18,8,3,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0
29,12,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,14,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
89,40,15,5,0,5,0,0,0,5,0,0,0,0,0,0,0,1,1
87,39,13,3,2,3,1,0,0,5,0,1,1,0,1,0,0,1,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
20,11,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,10,5,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
27,15,4,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
51,30,14,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
63,43,13,2,0,2,0,0,0,1,0,0,1,0,1,1,0,0,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
31,18,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
26,14,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
21,8,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
86,36,15,3,2,3,1,0,0,5,0,1,1,1,0,1,0,1,1
64,42,15,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,14,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
32,16,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
29,13,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
57,35,15,5,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
25,9,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
27,10,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
92,43,15,5,0,5,0,0,0,5,0,0,0,1,1,0,0,1,1
87,38,15,5,0,5,0,0,0,5,0,1,0,0,0,0,0,1,1
59,36,15,3,2,3,1,0,0,1,0,1,0,0,0,1,0,0,1
25,9,8,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
32,13,12,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
65,46,11,6,0,6,1,0,0,1,0,1,1,0,1,1,0,0,1
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
87,38,15,1,3,1,0,0,0,5,0,1,0,1,0,1,1,1,1
44,25,11,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1
27,15,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
62,40,15,3,2,3,0,0,0,1,0,1,0,1,0,1,0,0,1
30,9,5,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
39,12,20,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
70,45,17,6,0,6,1,0,0,1,0,1,0,0,0,0,1,0,1
35,18,9,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
42,20,15,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
70,48,15,3,2,3,0,0,0,1,0,1,0,1,0,1,0,0,1
63,42,14,4,2,4,0,0,0,1,0,1,0,1,0,1,0,0,1
48,28,13,2,2,2,0,0,0,1,0,1,1,0,1,0,0,0,1
93,46,12,5,0,5,1,0,0,5,0,1,0,0,0,1,1,1,1
52,34,11,4,0,4,0,0,0,1,0,1,1,1,0,0,0,0,1
25,9,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
24,10,6,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
37,14,16,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
40,15,9,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
36,14,15,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
64,41,15,6,0,6,1,0,0,1,0,0,0,1,0,1,0,0,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
105,56,15,7,0,7,0,0,0,5,0,1,0,1,0,1,0,1,1
23,7,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
85,36,15,4,0,4,0,0,0,5,0,1,0,0,1,0,1,1,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
61,40,14,3,2,3,0,0,0,1,0,1,1,0,0,0,0,0,1
87,39,13,3,2,3,1,0,0,5,0,1,1,0,1,0,0,1,1
29,13,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,18,5,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0
27,13,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
54,34,12,4,0,4,1,0,0,1,0,1,0,0,0,1,1,0,1
75,51,17,7,0,7,0,0,0,1,0,1,0,0,1,0,0,0,1
82,33,15,2,2,2,0,0,0,5,0,1,0,0,0,0,0,1,1
25,13,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
59,36,15,5,0,5,1,0,0,1,0,0,0,1,0,0,0,0,1
34,21,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
24,8,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
46,24,15,3,0,3,0,0,0,1,0,1,1,1,0,0,0,0,1
83,34,15,4,0,4,0,0,0,5,0,1,0,0,0,1,0,1,1
42,23,12,2,0,2,0,0,0,1,0,1,1,0,0,0,1,0,1
35,13,15,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
27,13,6,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
27,10,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
86,40,12,5,0,5,0,0,0,5,0,1,1,1,0,0,1,1,1
40,13,20,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
37,23,6,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
33,17,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
23,9,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
89,40,15,2,0,2,0,0,0,5,0,1,0,1,0,1,0,1,1
35,14,5,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
51,29,15,4,0,4,0,0,0,1,0,0,0,0,0,1,1,0,1
27,15,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
32,13,12,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
42,15,20,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
24,11,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
36,13,16,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
56,33,15,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1
69,47,15,1,3,1,0,0,0,1,0,1,0,1,0,1,0,0,1
98,49,15,6,0,6,0,0,0,5,0,1,0,0,0,0,0,1,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
74,25,15,1,2,1,0,0,0,5,0,1,0,1,1,1,1,1,1
58,36,14,3,2,3,1,0,0,1,0,1,1,0,0,0,0,0,1
35,14,14,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
34,21,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
83,33,15,4,0,4,1,0,0,5,0,1,0,1,0,1,0,1,1
28,12,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
32,18,6,3,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0
24,10,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
63,41,15,4,2,4,0,0,0,1,0,1,1,0,0,0,0,0,1
32,13,4,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
23,6,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
32,15,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
98,50,14,6,0,6,0,0,0,5,0,1,0,0,0,0,0,1,1
55,32,15,4,0,4,1,0,0,1,0,1,0,0,1,1,0,0,1
81,33,14,3,2,3,0,0,0,5,0,1,0,0,1,0,1,1,1
28,14,6,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
25,9,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
28,11,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
60,38,15,5,0,5,0,0,0,1,0,1,0,1,0,1,0,0,1
26,9,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
33,11,6,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
25,12,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24,10,6,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
67,48,12,4,2,4,0,0,0,1,0,1,0,0,0,0,1,0,1
36,15,14,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
63,43,13,6,0,6,0,0,0,1,0,1,1,0,1,0,1,0,1
25,13,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,14,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
50,32,11,4,0,4,0,0,0,1,0,0,1,0,0,1,1,0,1
24,8,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
50,26,17,2,0,2,0,0,0,1,0,1,0,1,0,1,0,0,1
20,11,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
23,6,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
27,11,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
85,35,15,5,0,5,1,0,0,5,0,1,0,1,0,1,0,1,1
54,29,17,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1
33,17,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
94,48,12,6,0,6,0,0,0,5,0,1,0,1,0,1,1,1,1
81,36,11,5,0,5,0,0,0,5,0,1,1,0,0,0,1,1,1
104,54,15,3,2,3,1,0,0,5,0,1,0,0,0,0,0,1,1
51,28,15,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
87,39,14,2,3,2,0,0,0,5,0,1,0,0,1,1,1,1,1
24,15,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
39,15,17,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
22,6,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
87,38,15,4,2,4,0,0,0,5,0,0,0,0,1,1,0,1,1
64,41,15,3,2,3,1,0,0,1,0,1,0,0,0,0,0,0,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
86,37,15,3,2,3,0,0,0,5,0,1,0,0,0,0,0,1,1
77,27,15,1,2,1,1,0,0,5,0,0,0,0,0,1,0,1,1
